instruction,input,output
Check market attractiveness,We burn $200k monthly with no growth,High burn without traction is a major investor red flag.
Rewrite startup slide,Good traction,$40k MRR with 9% monthly growth and 85% customer retention.
Critique startup fundraising plan,Large market opportunity,"Too vague. Add TAM, SAM, SOM estimates with assumptions and sources."
Assess startup moat,We have no CAC or LTV numbers,Missing unit economics weakens confidence in scalable growth.
Analyze fundraising strategy,Our founders have no domain experience,"Need stronger founder-market fit, advisors, or evidence of execution capability."
Analyze this startup pitch deck slide and provide investor feedback,"Pitch Deck February 2014 This document contains “forward-looking statements” within the meaning of the safe harbor provisions of the United States Private Securities Litigation Reform Act of 1995. Such statements may include, but are not limited to, statements about future financial and operating results, objectives, expectations and intentions and other statements that are not historical facts. Such statements are based upon the current beliefs and expectations of CrowdBouncerTM's management and are subject to significant risks and uncertainties. Actual results may differ from those set forth in the forward-looking statements. This document is for informational purposes and is not an offer to sell or a solicitation of an offer to buy any securities and may not be relied upon in connection with the purchase or sale of any security. All of the information contained in this document is CONFIDENTIAL and the reader/viewer hereby consents not to disclose this document or any of its contents to any third-party without the express written consent of CrowdBouncerTM.","Evaluate clarity, traction, market size, differentiation, and funding readiness."
Review startup pitch,Our founders have no domain experience,"Need stronger founder-market fit, advisors, or evidence of execution capability."
Analyze this startup pitch deck slide and provide investor feedback,Airbase Memo April 2021,"Evaluate clarity, traction, market size, differentiation, and funding readiness."
Rewrite weak startup statement,We have users,"12,000 monthly active users with 81% retention."
Strengthen startup pitch slide,We solve a problem,Eliminates 8+ hours/week of manual reconciliation for finance teams.
Assess startup valuation,We rely on one enterprise customer,Customer concentration risk is high. Revenue diversification needed.
Critique startup fundraising plan,We have no CAC or LTV numbers,Missing unit economics weakens confidence in scalable growth.
Evaluate business model,No pricing strategy,Pricing ambiguity reduces investor confidence.
Check market attractiveness,We have no clear revenue model,Lack of monetization clarity increases investor hesitation and execution risk.
Evaluate investor readiness,We have no CAC or LTV numbers,Missing unit economics weakens confidence in scalable growth.
Evaluate business model,Freemium with paid upgrades,Good acquisition strategy if free-to-paid conversion is healthy.
Evaluate business model,Enterprise annual contracts,Strong B2B model with predictable recurring revenue.
Rewrite weak startup statement,Strong growth,Revenue increased 4.2x in the last 12 months.
Assess startup valuation,We have MVP but no paying customers,"May suit angel funding, but many VCs will seek stronger validation first."
Analyze fundraising strategy,We will grow through social media only,Go-to-market strategy is shallow. Need repeatable acquisition channels.
Make this slide investor ready,Great team,"Founding team from Google, McKinsey, and IIT with deep domain expertise."
Evaluate business model,High CAC low retention,Unsustainable unit economics without retention improvement.
Evaluate investor readiness,We have MVP but no paying customers,"May suit angel funding, but many VCs will seek stronger validation first."
Evaluate this Shark Tank startup pitch,"Startup: Ride On Carry On Ask Amount: $50,000 Equity: 25%","Questions: Now does this look like the way to travel? | Oh, can you hold my daughter? | Any questions? | And what age will it work? | Children-- is there a seat belt on it? Criticisms: I'm out | I'm out | Um, I'm out | Isn't that a problem | And you're looking to open up on of these, you're looking about $60,000, and that's the-- but, Ken, isn't that just crazy | I don't think the problem is gonna be having the local processing plant | I'm out | I'm out Final Decision: Rejected"
